"@timestamp","agent.name","event.code","process.name","process.executable","network.protocol","network.transport","source.ip","destination.ip"
"Jun 10, 2025 @ 10:48:09.675","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:48:09.395","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:48:07.979","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:48:07.664","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:48:07.371","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:48:07.081","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:48:00.070","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:47:59.706","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:47:59.359","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:47:59.107","DESKTOP-NIU0UCP",5,"setup.exe","C:\Program Files (x86)\Microsoft\EdgeUpdate\Install\{80696C5D-2DBB-4D02-8275-E1359F009F5C}\EDGEMITMP_890D0.tmp\setup.exe","-","-","-","-"
"Jun 10, 2025 @ 10:47:59.107","DESKTOP-NIU0UCP",5,"setup.exe","C:\Program Files (x86)\Microsoft\EdgeUpdate\Install\{80696C5D-2DBB-4D02-8275-E1359F009F5C}\EDGEMITMP_890D0.tmp\setup.exe","-","-","-","-"
"Jun 10, 2025 @ 10:47:57.197","DESKTOP-NIU0UCP",5,"WmiPrvSE.exe","C:\Windows\System32\wbem\WmiPrvSE.exe","-","-","-","-"
"Jun 10, 2025 @ 10:47:57.166","DESKTOP-NIU0UCP",16384,"-","-","-","-","-","-"
"Jun 10, 2025 @ 10:47:57.166","DESKTOP-NIU0UCP",5,"sppsvc.exe","C:\Windows\System32\sppsvc.exe","-","-","-","-"
"Jun 10, 2025 @ 10:47:56.454","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:47:56.157","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:47:55.810","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:47:55.796","DESKTOP-NIU0UCP",1,"setup.exe","C:\Program Files (x86)\Microsoft\EdgeUpdate\Install\{80696C5D-2DBB-4D02-8275-E1359F009F5C}\EDGEMITMP_890D0.tmp\setup.exe","-","-","-","-"
"Jun 10, 2025 @ 10:47:55.733","DESKTOP-NIU0UCP",1,"setup.exe","C:\Program Files (x86)\Microsoft\EdgeUpdate\Install\{80696C5D-2DBB-4D02-8275-E1359F009F5C}\EDGEMITMP_890D0.tmp\setup.exe","-","-","-","-"
"Jun 10, 2025 @ 10:47:55.541","DESKTOP-NIU0UCP",1,"MicrosoftEdge_X64_137.0.3296.68_136.0.3240.92.exe","C:\Program Files (x86)\Microsoft\EdgeUpdate\Install\{80696C5D-2DBB-4D02-8275-E1359F009F5C}\MicrosoftEdge_X64_137.0.3296.68_136.0.3240.92.exe","-","-","-","-"
"Jun 10, 2025 @ 10:47:55.436","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:47:55.129","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:47:54.785","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:47:54.244","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:47:53.929","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:47:53.625","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:47:53.319","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:47:53.025","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:47:50.968","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.214.172"
"Jun 10, 2025 @ 10:47:50.967","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.210.172"
"Jun 10, 2025 @ 10:47:50.522","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.214.172"
"Jun 10, 2025 @ 10:47:50.506","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.210.172"
"Jun 10, 2025 @ 10:47:50.080","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.214.172"
"Jun 10, 2025 @ 10:47:50.058","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.210.172"
"Jun 10, 2025 @ 10:47:49.705","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.210.172"
"Jun 10, 2025 @ 10:47:49.649","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.214.172"
"Jun 10, 2025 @ 10:47:49.620","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.210.172"
"Jun 10, 2025 @ 10:47:49.537","DESKTOP-NIU0UCP","-","-","-",dns,udp,"192.168.4.100","8.8.8.8"
"Jun 10, 2025 @ 10:47:49.207","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.214.172"
"Jun 10, 2025 @ 10:47:49.157","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.210.172"
"Jun 10, 2025 @ 10:47:48.770","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.214.172"
"Jun 10, 2025 @ 10:47:48.692","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.210.172"
"Jun 10, 2025 @ 10:47:48.328","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.214.172"
"Jun 10, 2025 @ 10:47:48.252","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.210.172"
"Jun 10, 2025 @ 10:47:47.861","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.214.172"
"Jun 10, 2025 @ 10:47:47.813","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.210.172"
"Jun 10, 2025 @ 10:47:47.422","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.214.172"
"Jun 10, 2025 @ 10:47:47.373","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.210.172"
"Jun 10, 2025 @ 10:47:46.979","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.214.172"
"Jun 10, 2025 @ 10:47:46.928","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.210.172"
"Jun 10, 2025 @ 10:47:46.913","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:47:46.541","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.214.172"
"Jun 10, 2025 @ 10:47:46.474","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.210.172"
"Jun 10, 2025 @ 10:47:46.089","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.214.172"
"Jun 10, 2025 @ 10:47:46.042","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.210.172"
"Jun 10, 2025 @ 10:47:45.919","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:47:45.644","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.214.172"
"Jun 10, 2025 @ 10:47:45.628","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:47:45.608","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.210.172"
"Jun 10, 2025 @ 10:47:45.206","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.214.172"
"Jun 10, 2025 @ 10:47:45.172","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.210.172"
"Jun 10, 2025 @ 10:47:44.844","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:47:44.762","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.214.172"
"Jun 10, 2025 @ 10:47:44.730","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.210.172"
"Jun 10, 2025 @ 10:47:44.526","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:47:44.491","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.214.172"
"Jun 10, 2025 @ 10:47:44.457","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.210.172"
"Jun 10, 2025 @ 10:47:44.236","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:47:44.203","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.214.172"
"Jun 10, 2025 @ 10:47:44.165","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.210.172"
"Jun 10, 2025 @ 10:47:43.926","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:47:43.882","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.214.172"
"Jun 10, 2025 @ 10:47:43.747","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.210.172"
"Jun 10, 2025 @ 10:47:43.630","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:47:43.567","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.214.172"
"Jun 10, 2025 @ 10:47:43.375","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.210.172"
"Jun 10, 2025 @ 10:47:43.314","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:47:43.228","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.214.172"
"Jun 10, 2025 @ 10:47:43.001","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.210.172"
"Jun 10, 2025 @ 10:47:42.994","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:47:42.897","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.214.172"
"Jun 10, 2025 @ 10:47:42.610","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.210.172"
"Jun 10, 2025 @ 10:47:42.514","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.214.172"
"Jun 10, 2025 @ 10:47:42.224","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.210.172"
"Jun 10, 2025 @ 10:47:42.221","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:47:42.140","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.214.172"
"Jun 10, 2025 @ 10:47:41.830","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.210.172"
"Jun 10, 2025 @ 10:47:41.765","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:47:41.760","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.214.172"
"Jun 10, 2025 @ 10:47:41.455","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.210.172"
"Jun 10, 2025 @ 10:47:41.405","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.214.172"
"Jun 10, 2025 @ 10:47:41.311","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:47:41.042","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.210.172"
"Jun 10, 2025 @ 10:47:40.994","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.214.172"
"Jun 10, 2025 @ 10:47:40.956","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:47:40.654","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:47:40.645","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.210.172"
"Jun 10, 2025 @ 10:47:40.638","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.214.172"
"Jun 10, 2025 @ 10:47:40.223","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.214.172"
"Jun 10, 2025 @ 10:47:40.186","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.210.172"
"Jun 10, 2025 @ 10:47:40.030","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:47:39.664","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.214.172"
"Jun 10, 2025 @ 10:47:39.426","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:47:39.350","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.214.172"
"Jun 10, 2025 @ 10:47:39.311","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.210.172"
"Jun 10, 2025 @ 10:47:39.127","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:47:39.103","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.214.172"
"Jun 10, 2025 @ 10:47:38.994","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.210.172"
"Jun 10, 2025 @ 10:47:38.891","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.214.172"
"Jun 10, 2025 @ 10:47:38.771","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:47:38.748","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.210.172"
"Jun 10, 2025 @ 10:47:38.673","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.214.172"
"Jun 10, 2025 @ 10:47:38.494","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.210.172"
"Jun 10, 2025 @ 10:47:38.434","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.214.172"
"Jun 10, 2025 @ 10:47:38.343","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:47:38.176","DESKTOP-NIU0UCP","-","-","-",dns,udp,"192.168.4.100","8.8.8.8"
"Jun 10, 2025 @ 10:47:38.096","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.210.172"
"Jun 10, 2025 @ 10:47:38.039","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.214.172"
"Jun 10, 2025 @ 10:47:37.111","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.214.172"
"Jun 10, 2025 @ 10:47:37.048","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.210.172"
"Jun 10, 2025 @ 10:47:36.894","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.210.172"
"Jun 10, 2025 @ 10:47:36.868","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","199.232.214.172"
"Jun 10, 2025 @ 10:47:36.790","DESKTOP-NIU0UCP",5,"svchost.exe","C:\Windows\System32\svchost.exe","-","-","-","-"
"Jun 10, 2025 @ 10:47:35.814","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:47:35.518","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:47:35.119","DESKTOP-NIU0UCP",5,"svchost.exe","C:\Windows\System32\svchost.exe","-","-","-","-"
"Jun 10, 2025 @ 10:47:34.801","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","52.137.121.25"
"Jun 10, 2025 @ 10:47:34.618","DESKTOP-NIU0UCP","-","-","-",icmp,"ipv6-icmp","fe80::cc2e:bad8:e8ee:4393","ff02::2"
"Jun 10, 2025 @ 10:47:34.558","DESKTOP-NIU0UCP","-","-","-",dns,udp,"192.168.4.100","8.8.8.8"
"Jun 10, 2025 @ 10:47:34.467","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","23.57.13.251"
"Jun 10, 2025 @ 10:47:34.433","DESKTOP-NIU0UCP","-","-","-",dns,udp,"192.168.4.100","8.8.8.8"
"Jun 10, 2025 @ 10:47:34.412","DESKTOP-NIU0UCP","-","-","-",dns,udp,"192.168.4.100","8.8.8.8"
"Jun 10, 2025 @ 10:47:34.376","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","184.27.197.33"
"Jun 10, 2025 @ 10:47:34.322","DESKTOP-NIU0UCP","-","-","-",dns,udp,"192.168.4.100","8.8.8.8"
"Jun 10, 2025 @ 10:47:32.358","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:47:32.063","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:47:31.775","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:47:31.496","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:47:31.194","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:47:30.049","DESKTOP-NIU0UCP",5,"FileCoAuth.exe","C:\Users\ADMIN\AppData\Local\Microsoft\OneDrive\25.095.0518.0002\FileCoAuth.exe","-","-","-","-"
"Jun 10, 2025 @ 10:47:29.314","DESKTOP-NIU0UCP",15,"-","-","-","-","-","-"
"Jun 10, 2025 @ 10:47:27.289","DESKTOP-NIU0UCP",1,"-","-","-","-","-","-"
"Jun 10, 2025 @ 10:47:27.242","DESKTOP-NIU0UCP",1,"svchost.exe","C:\Windows\System32\svchost.exe","-","-","-","-"
"Jun 10, 2025 @ 10:47:27.097","DESKTOP-NIU0UCP",10016,"-","-","-","-","-","-"
"Jun 10, 2025 @ 10:47:27.097","DESKTOP-NIU0UCP",10016,"-","-","-","-","-","-"
"Jun 10, 2025 @ 10:47:27.097","DESKTOP-NIU0UCP",10016,"-","-","-","-","-","-"
"Jun 10, 2025 @ 10:47:27.059","DESKTOP-NIU0UCP",1,"svchost.exe","C:\Windows\System32\svchost.exe","-","-","-","-"
"Jun 10, 2025 @ 10:47:26.963","DESKTOP-NIU0UCP",16394,"-","-","-","-","-","-"
"Jun 10, 2025 @ 10:47:26.914","DESKTOP-NIU0UCP",900,"-","-","-","-","-","-"
"Jun 10, 2025 @ 10:47:26.871","DESKTOP-NIU0UCP",1,"sppsvc.exe","C:\Windows\System32\sppsvc.exe","-","-","-","-"
"Jun 10, 2025 @ 10:47:26.720","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:47:26.683","DESKTOP-NIU0UCP",1,"svchost.exe","C:\Windows\System32\svchost.exe","-","-","-","-"
"Jun 10, 2025 @ 10:47:26.681","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","23.57.13.251"
"Jun 10, 2025 @ 10:47:26.636","DESKTOP-NIU0UCP","-","-","-",dns,udp,"192.168.4.100","8.8.8.8"
"Jun 10, 2025 @ 10:47:26.522","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","23.57.13.175"
"Jun 10, 2025 @ 10:47:26.476","DESKTOP-NIU0UCP","-","-","-",dns,udp,"192.168.4.100","8.8.8.8"
"Jun 10, 2025 @ 10:47:26.425","DESKTOP-NIU0UCP",5,"MicrosoftEdge_X64_137.0.3296.68_137.0.3296.62.exe","C:\Program Files (x86)\Microsoft\EdgeUpdate\Install\{3B0CA905-2AB4-40B1-8605-22BBE067D1A4}\MicrosoftEdge_X64_137.0.3296.68_137.0.3296.62.exe","-","-","-","-"
"Jun 10, 2025 @ 10:47:26.338","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:47:25.525","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:47:23.558","DESKTOP-NIU0UCP",1,"FileCoAuth.exe","C:\Users\ADMIN\AppData\Local\Microsoft\OneDrive\25.095.0518.0002\FileCoAuth.exe","-","-","-","-"
"Jun 10, 2025 @ 10:47:23.358","DESKTOP-NIU0UCP",1,"UserOOBEBroker.exe","C:\Windows\System32\oobe\UserOOBEBroker.exe","-","-","-","-"
"Jun 10, 2025 @ 10:47:22.738","DESKTOP-NIU0UCP",1,"ApplicationFrameHost.exe","C:\Windows\System32\ApplicationFrameHost.exe","-","-","-","-"
"Jun 10, 2025 @ 10:47:22.730","DESKTOP-NIU0UCP",1,"SystemSettings.exe","C:\Windows\ImmersiveControlPanel\SystemSettings.exe","-","-","-","-"
"Jun 10, 2025 @ 10:47:21.888","DESKTOP-NIU0UCP",1,"mmc.exe","C:\Windows\System32\mmc.exe","-","-","-","-"
"Jun 10, 2025 @ 10:47:21.875","DESKTOP-NIU0UCP",5,"consent.exe","C:\Windows\System32\consent.exe","-","-","-","-"
"Jun 10, 2025 @ 10:47:21.784","DESKTOP-NIU0UCP",1,"consent.exe","C:\Windows\System32\consent.exe","-","-","-","-"
"Jun 10, 2025 @ 10:47:21.724","DESKTOP-NIU0UCP",5,"mmc.exe","C:\Windows\System32\mmc.exe","-","-","-","-"
"Jun 10, 2025 @ 10:47:21.559","DESKTOP-NIU0UCP",1,"mmc.exe","C:\Windows\System32\mmc.exe","-","-","-","-"
"Jun 10, 2025 @ 10:47:20.802","DESKTOP-NIU0UCP",5,"WmiPrvSE.exe","C:\Windows\System32\wbem\WmiPrvSE.exe","-","-","-","-"
"Jun 10, 2025 @ 10:47:20.573","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:47:20.253","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:47:19.955","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:47:19.668","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:47:19.384","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:47:19.094","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
"Jun 10, 2025 @ 10:47:18.819","DESKTOP-NIU0UCP",903,"-","-","-","-","-","-"
"Jun 10, 2025 @ 10:47:18.819","DESKTOP-NIU0UCP",5,"sppsvc.exe","C:\Windows\System32\sppsvc.exe","-","-","-","-"
"Jun 10, 2025 @ 10:47:18.802","DESKTOP-NIU0UCP",16384,"-","-","-","-","-","-"
"Jun 10, 2025 @ 10:47:18.748","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:47:18.407","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","184.27.197.129"
"Jun 10, 2025 @ 10:47:18.320","DESKTOP-NIU0UCP","-","-","-",dns,udp,"192.168.4.100","8.8.8.8"
"Jun 10, 2025 @ 10:47:18.075","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:47:17.798","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:47:17.761","DESKTOP-NIU0UCP","-","-","-",http,tcp,"192.168.4.100","23.9.220.6"
"Jun 10, 2025 @ 10:47:17.733","DESKTOP-NIU0UCP","-","-","-",dns,udp,"192.168.4.100","8.8.8.8"
"Jun 10, 2025 @ 10:47:17.698","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","13.107.246.48"
"Jun 10, 2025 @ 10:47:17.521","DESKTOP-NIU0UCP","-","-","-",dns,udp,"192.168.4.100","8.8.8.8"
"Jun 10, 2025 @ 10:47:17.513","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:47:17.412","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","13.107.253.254"
"Jun 10, 2025 @ 10:47:17.225","DESKTOP-NIU0UCP","-","-","-",dns,udp,"192.168.4.100","8.8.8.8"
"Jun 10, 2025 @ 10:47:16.988","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:47:16.652","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.38"
"Jun 10, 2025 @ 10:47:16.325","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.17"
"Jun 10, 2025 @ 10:47:13.338","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","23.212.55.66"
"Jun 10, 2025 @ 10:47:12.022","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:47:11.706","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.11"
"Jun 10, 2025 @ 10:47:11.267","DESKTOP-NIU0UCP","-","-","-",tls,tcp,"192.168.4.100","18.239.153.127"
